epoch,batch,train_loss,val_loss,val_mae,val_rel_err,val_rel_err_median,val_r2,val_acc_1pct,val_acc_5pct,time_sec
1,1,6289.647949,,,,
1,10,6234.378906,,,,
1,20,6166.074707,,,,
1,30,6090.366699,,,,
1,ALL,6010.974689,0.955956,67621.828125,0.564686,0.403736,-0.022975,2.00,9.00,155.23
2,1,6060.905762,,,,
2,10,5961.478027,,,,
2,20,5816.024902,,,,
2,30,5563.174316,,,,
2,ALL,5674.884762,0.934092,62414.281250,0.486198,0.327818,0.000422,1.00,6.00,179.55
3,1,5495.733887,,,,
3,10,5183.426270,,,,
3,20,4709.648926,,,,
3,30,4169.137207,,,,
3,ALL,4717.467765,0.938803,60507.269531,0.452511,0.309788,-0.004620,0.00,8.00,64.91
4,1,3900.970947,,,,
4,10,3286.173584,,,,
4,20,2533.699707,,,,
4,30,1609.352173,,,,
4,ALL,2710.613917,0.964328,58268.523438,0.403597,0.270270,-0.031935,3.00,11.00,63.97
5,1,1495.646973,,,,
5,10,920.188538,,,,
5,20,487.845490,,,,
5,30,183.051712,,,,
5,ALL,688.494404,1.014001,58546.789062,0.381318,0.268120,-0.085090,2.00,9.00,71.50
6,1,127.536339,,,,
6,10,49.783794,,,,
6,20,12.008579,,,,
6,30,3.235901,,,,
6,ALL,39.294606,0.929723,60843.359375,0.461919,0.307283,0.005097,0.00,8.00,65.24
7,1,1.234965,,,,
7,10,0.763368,,,,
7,20,0.327094,,,,
7,30,0.506033,,,,
7,ALL,1.103426,0.913526,62229.648438,0.491473,0.351771,0.022429,2.00,8.00,79.11
8,1,2.190677,,,,
8,10,0.500944,,,,
8,20,0.650373,,,,
8,30,0.775837,,,,
8,ALL,1.009244,0.974166,73531.859375,0.640590,0.463755,-0.042462,2.00,5.00,67.17
9,1,1.545131,,,,
9,10,1.895869,,,,
9,20,0.429381,,,,
9,30,1.350848,,,,
9,ALL,0.966948,1.057598,57409.410156,0.317811,0.253612,-0.131743,3.00,9.00,78.10
10,1,0.946024,,,,
10,10,0.400013,,,,
10,20,0.763959,,,,
10,30,0.798055,,,,
10,ALL,0.971365,0.698666,52079.425781,0.383863,0.274084,0.252353,3.00,14.00,6.87
