epoch,batch,train_loss,val_loss,val_mae,val_rel_err,val_rel_err_median,val_r2,val_acc_1pct,val_acc_5pct,time_sec
1,1,4.379296,,,,
1,10,3.910130,,,,
1,20,3.925221,,,,
1,30,4.122759,,,,
1,ALL,4.411685,2.590275,125395.171875,0.777854,0.786963,-1.771872,0.00,0.00,168.59
2,1,4.156934,,,,
2,10,5.257529,,,,
2,20,4.625554,,,,
2,30,3.573607,,,,
2,ALL,4.248024,0.838655,60380.175781,0.482696,0.363531,0.102549,2.00,10.00,168.12
3,1,3.852083,,,,
3,10,4.690832,,,,
3,20,3.790946,,,,
3,30,5.302960,,,,
3,ALL,4.141797,0.756591,59557.925781,0.485447,0.349585,0.190366,0.00,5.00,168.27
4,1,3.781747,,,,
4,10,4.213625,,,,
4,20,4.802547,,,,
4,30,3.316153,,,,
4,ALL,3.861820,0.619948,54257.820312,0.443516,0.317284,0.336589,2.00,8.00,169.23
5,1,4.395906,,,,
5,10,3.665011,,,,
5,20,3.228257,,,,
5,30,3.217823,,,,
5,ALL,3.662282,0.513577,52841.449219,0.438586,0.310085,0.450418,2.00,5.00,167.30
6,1,3.172723,,,,
6,10,3.485896,,,,
6,20,3.185729,,,,
6,30,3.393869,,,,
6,ALL,3.472801,0.441734,50699.253906,0.430264,0.328617,0.527297,1.00,7.00,167.49
7,1,3.040013,,,,
7,10,3.065446,,,,
7,20,3.399778,,,,
7,30,3.613917,,,,
7,ALL,3.265978,0.446202,53038.136719,0.458805,0.354327,0.522516,1.00,6.00,166.79
8,1,3.184514,,,,
8,10,2.881399,,,,
8,20,2.813879,,,,
8,30,2.771842,,,,
8,ALL,3.073106,0.357823,46305.121094,0.404960,0.292588,0.617091,2.00,9.00,167.22
9,1,2.674525,,,,
9,10,2.589565,,,,
9,20,2.644121,,,,
9,30,2.578201,,,,
9,ALL,2.788080,0.309201,44594.496094,0.399455,0.282359,0.669122,1.00,6.00,167.29
10,1,2.454356,,,,
10,10,2.467302,,,,
10,20,2.298954,,,,
10,30,2.020372,,,,
10,ALL,2.430045,0.253132,37001.175781,0.331547,0.205571,0.729122,3.00,14.00,169.01
