epoch,batch,train_loss,val_loss,val_mae,val_rel_err,val_rel_err_median,val_r2,val_acc_1pct,val_acc_5pct,time_sec
1,1,467367972831232.000000,,,,
1,10,29660057600.000000,,,,
1,20,25880739840.000000,,,,
1,30,33593565184.000000,,,,
1,ALL,33857673594816.000000,32477480960.000000,155256.437500,1.000000,1.000000,-2.878871,0.00,0.00,102.00
2,1,26899247104.000000,,,,
2,10,21557307392.000000,,,,
2,20,23994363904.000000,,,,
2,30,56431480832.000000,,,,
2,ALL,31664931200.000000,32477480960.000000,155256.437500,1.000000,1.000000,-2.878871,0.00,0.00,175.33
3,1,65340289024.000000,,,,
3,10,26434476032.000000,,,,
3,20,44658618368.000000,,,,
3,30,31896580096.000000,,,,
3,ALL,32027823360.000000,32477480960.000000,155256.437500,1.000000,1.000000,-2.878871,0.00,0.00,108.96
4,1,25645197312.000000,,,,
4,10,29210394624.000000,,,,
4,20,38047801344.000000,,,,
4,30,33106251776.000000,,,,
4,ALL,31515116128.000000,32477480960.000000,155256.437500,1.000000,1.000000,-2.878871,0.00,0.00,69.91
5,1,22649192448.000000,,,,
5,10,40107393024.000000,,,,
5,20,43621564416.000000,,,,
5,30,25701486592.000000,,,,
5,ALL,32613661568.000000,32477480960.000000,155256.437500,1.000000,1.000000,-2.878871,0.00,0.00,70.52
6,1,16522661888.000000,,,,
6,10,26676361216.000000,,,,
6,20,31762558976.000000,,,,
6,30,33262088192.000000,,,,
6,ALL,31541043488.000000,32477480960.000000,155256.437500,1.000000,1.000000,-2.878871,0.00,0.00,73.18
7,1,40497164288.000000,,,,
7,10,40152317952.000000,,,,
7,20,65927245824.000000,,,,
7,30,30608195584.000000,,,,
7,ALL,32302629664.000000,32477480960.000000,155256.437500,1.000000,1.000000,-2.878871,0.00,0.00,77.08
8,1,49572532224.000000,,,,
8,10,18983684096.000000,,,,
8,20,46970118144.000000,,,,
8,30,19186075648.000000,,,,
8,ALL,31504901312.000000,32477480960.000000,155256.437500,1.000000,1.000000,-2.878871,0.00,0.00,76.81
9,1,25871462400.000000,,,,
9,10,13643431936.000000,,,,
9,20,45107113984.000000,,,,
9,30,33412716544.000000,,,,
9,ALL,31770580032.000000,32477480960.000000,155256.437500,1.000000,1.000000,-2.878871,0.00,0.00,68.58
10,1,17011503104.000000,,,,
10,10,22829133824.000000,,,,
10,20,27897618432.000000,,,,
10,30,24107462656.000000,,,,
10,ALL,31427998944.000000,32477480960.000000,155256.437500,1.000000,1.000000,-2.878871,0.00,0.00,69.92
