epoch,batch,train_loss,val_loss,val_mae,val_rel_err,val_rel_err_median,val_r2,val_acc_1pct,val_acc_5pct,time_sec
1,1,4.170553,,,,
1,10,4.010186,,,,
1,20,4.178906,,,,
1,30,3.787169,,,,
1,ALL,4.457829,1.079831,78337.046875,0.695570,0.502893,-0.155534,2.00,6.00,110.50
2,1,4.023491,,,,
2,10,4.016512,,,,
2,20,4.027108,,,,
2,30,3.858832,,,,
2,ALL,4.227501,0.658540,58737.019531,0.501086,0.366425,0.295291,1.00,6.00,168.06
3,1,4.756477,,,,
3,10,4.057559,,,,
3,20,3.644336,,,,
3,30,3.699176,,,,
3,ALL,3.968309,0.581085,60899.515625,0.539957,0.384403,0.378177,1.00,6.00,82.15
4,1,3.624719,,,,
4,10,3.856650,,,,
4,20,3.641418,,,,
4,30,3.462693,,,,
4,ALL,3.719194,0.561209,62157.910156,0.560222,0.407802,0.399446,1.00,5.00,64.97
5,1,3.695881,,,,
5,10,3.861998,,,,
5,20,3.450608,,,,
5,30,3.502706,,,,
5,ALL,3.548268,0.686140,67764.101562,0.594273,0.393096,0.265756,0.00,2.00,64.89
6,1,3.295509,,,,
6,10,3.278200,,,,
6,20,3.289269,,,,
6,30,3.264656,,,,
6,ALL,3.392280,0.602953,65382.441406,0.588538,0.445151,0.354776,1.00,4.00,62.61
7,1,3.274733,,,,
7,10,3.653084,,,,
7,20,3.253308,,,,
7,30,3.412354,,,,
7,ALL,3.274791,0.577376,59737.343750,0.547579,0.404964,0.382146,3.00,9.00,64.97
8,1,3.090461,,,,
8,10,3.040281,,,,
8,20,3.016845,,,,
8,30,3.351789,,,,
8,ALL,3.172868,0.510711,58132.050781,0.517777,0.406713,0.453485,1.00,4.00,68.70
9,1,2.939111,,,,
9,10,2.987828,,,,
9,20,2.905224,,,,
9,30,2.981203,,,,
9,ALL,2.985354,0.645162,67855.523438,0.618971,0.476491,0.309608,2.00,4.00,65.37
10,1,3.036227,,,,
10,10,2.899117,,,,
10,20,2.822673,,,,
10,30,3.000180,,,,
10,ALL,2.908807,0.511597,56009.429688,0.498603,0.394334,0.452537,0.00,5.00,67.75
