epoch,batch,train_loss,val_loss,val_mae,val_rel_err,val_rel_err_median,val_r2,val_acc_1pct,val_acc_5pct,time_sec
1,1,4.920405,,,,
1,ALL,4.348531,280.335083,1569697.375000,12.691410,10.632501,-399.257416,0.00,0.00,20.68
2,1,4.400063,,,,
2,ALL,4.404362,16.602015,374003.656250,3.215633,2.621511,-22.704062,0.00,0.00,20.41
3,1,4.660925,,,,
3,ALL,4.337066,1.329217,95717.968750,0.891261,0.531782,-0.897832,0.00,0.00,20.21
4,1,4.227805,,,,
4,ALL,4.268162,0.710572,52365.617188,0.398075,0.233504,-0.014542,0.00,20.00,20.48
5,1,4.554412,,,,
5,ALL,4.374712,0.735139,52952.878906,0.384065,0.271756,-0.049618,6.67,13.33,20.02
6,1,4.916300,,,,
6,ALL,4.252192,0.796492,56416.390625,0.374883,0.281127,-0.137217,0.00,6.67,19.87
7,1,3.927202,,,,
7,ALL,4.186791,0.773206,55507.292969,0.363605,0.297168,-0.103970,0.00,6.67,20.74
8,1,4.594836,,,,
8,ALL,4.107847,0.754004,54722.976562,0.372308,0.264254,-0.076554,0.00,6.67,20.26
9,1,4.017354,,,,
9,ALL,4.220189,0.745744,54120.382812,0.386689,0.291413,-0.064760,6.67,6.67,19.90
10,1,3.807131,,,,
10,ALL,4.148086,0.711188,52562.410156,0.388768,0.250284,-0.015422,0.00,20.00,20.37
