epoch,batch,train_loss,val_loss,val_mae,val_rel_err,val_rel_err_median,val_r2,val_acc_1pct,val_acc_5pct,time_sec
1,1,6288.589355,,,,
1,ALL,4734.425989,0.702326,53019.910156,0.424890,0.219788,-0.002768,0.00,20.00,31.07
2,1,6268.641113,,,,
2,ALL,4719.745052,0.779065,55162.855469,0.379375,0.331329,-0.112335,6.67,13.33,30.78
3,1,6247.770996,,,,
3,ALL,4705.102970,0.745328,53881.398438,0.388251,0.299114,-0.064167,0.00,13.33,30.85
4,1,6229.031738,,,,
4,ALL,4689.804955,0.708889,52429.246094,0.408247,0.243040,-0.012139,6.67,20.00,30.91
5,1,6211.496582,,,,
5,ALL,4675.221909,0.707244,52369.351562,0.409997,0.238951,-0.009790,13.33,20.00,31.47
6,1,6187.990723,,,,
6,ALL,4658.211798,0.703374,55632.515625,0.470429,0.240115,-0.004265,0.00,6.67,30.62
7,1,6162.901367,,,,
7,ALL,4640.785648,0.768711,62493.445312,0.565750,0.275976,-0.097552,0.00,6.67,28.39
8,1,6140.784668,,,,
8,ALL,4621.424479,0.817074,65975.593750,0.607866,0.327693,-0.166604,0.00,6.67,13.36
9,1,6112.465332,,,,
9,ALL,4599.975710,0.766779,62307.675781,0.563422,0.272702,-0.094794,0.00,6.67,13.67
10,1,6082.814941,,,,
10,ALL,4575.943140,0.720033,58121.054688,0.506962,0.205898,-0.028050,0.00,6.67,12.88
