epoch,batch,train_loss,val_loss,val_mae,val_rel_err,val_rel_err_median,val_r2,val_acc_1pct,val_acc_5pct,time_sec
1,1,14581351424.000000,,,,
1,ALL,9151657600.000000,6192380416.000000,54960.835938,0.459952,0.228907,-0.003341,0.00,6.67,33.65
2,1,18610315264.000000,,,,
2,ALL,7309641664.000000,6587598336.000000,53983.523438,0.388848,0.299847,-0.067378,0.00,13.33,32.51
3,1,3182437888.000000,,,,
3,ALL,17555481984.000000,6616189440.000000,54122.660156,0.387451,0.303753,-0.072011,0.00,13.33,32.48
4,1,5875655680.000000,,,,
4,ALL,13898901696.000000,6213870592.000000,55728.062500,0.471201,0.241339,-0.006823,0.00,6.67,32.75
5,1,8211902976.000000,,,,
5,ALL,7868429632.000000,6598608384.000000,60610.675781,0.542978,0.245031,-0.069162,6.67,6.67,33.30
6,1,5085382144.000000,,,,
6,ALL,9481306880.000000,6260908544.000000,56890.316406,0.488666,0.223916,-0.014445,0.00,0.00,32.68
7,1,6934304768.000000,,,,
7,ALL,8711035136.000000,6167884800.000000,53867.105469,0.442416,0.229963,0.000628,0.00,13.33,27.32
8,1,6518785536.000000,,,,
8,ALL,7238400064.000000,6222091264.000000,52462.562500,0.413550,0.233878,-0.008155,13.33,13.33,15.86
9,1,4083252480.000000,,,,
9,ALL,7364276480.000000,6358633984.000000,52751.125000,0.397399,0.267392,-0.030279,6.67,20.00,14.71
10,1,16128593920.000000,,,,
10,ALL,7417694784.000000,6457341952.000000,53265.542969,0.392088,0.283744,-0.046273,0.00,6.67,14.88
